hundred_block,street_name,block,n_permits,n_types,first_date,last_date,mean_gap,duration,duration_wk,duration_mn,permits_mn,permits_wk,street_address,lon,lat
4900,FRIENDSHIP ST,4900 FRIENDSHIP ST,2,1,2014-08-16T00:00:00Z,2015-05-30T00:00:00Z,287,287,41,9.56666666666667,0.209059233449477,0.0487804878048781,"4900 FRIENDSHIP ST, Philadelphia, PA",-75.0359877,40.0267389
5900,FRONTENAC ST,5900 FRONTENAC ST,5,1,2014-07-04T00:00:00Z,2015-08-01T00:00:00Z,98.25,393,56.1428571428572,13.1,0.381679389312977,0.089058524173028,"5900 FRONTENAC ST, Philadelphia, PA",-75.0869403,40.0353886
6000,FRONTENAC ST,6000 FRONTENAC ST,5,1,2011-09-03T00:00:00Z,2013-07-27T00:00:00Z,173.25,693,99,23.1,0.216450216450216,0.0505050505050505,"6000 FRONTENAC ST, Philadelphia, PA",-75.0857532,40.036631
6100,FRONTENAC ST,6100 FRONTENAC ST,5,1,2011-09-04T00:00:00Z,2015-09-06T00:00:00Z,365.75,1463,209,48.7666666666667,0.102529049897471,0.0239234449760766,"6100 FRONTENAC ST, Philadelphia, PA",-75.0844563,40.0376629
7900,FRONTENAC ST,7900 FRONTENAC ST,1,1,2007-11-10T00:00:00Z,2007-11-10T00:00:00Z,,0,0,0,Inf,Inf,"7900 FRONTENAC ST, Philadelphia, PA",-75.062187,40.0615976
4200,FROST ST,4200 FROST ST,5,1,2007-06-23T00:00:00Z,2015-09-05T00:00:00Z,749,2996,428,99.8666666666667,0.0500667556742323,0.0116822429906542,"4200 FROST ST, Philadelphia, PA",-75.0284844,40.0395887
5000,FUNSTON ST,5000 FUNSTON ST,1,1,2006-09-17T00:00:00Z,2006-09-17T00:00:00Z,,0,0,0,Inf,Inf,"5000 FUNSTON ST, Philadelphia, PA",-75.2203588,39.9662517
5100,FUNSTON ST,5100 FUNSTON ST,18,3,2006-06-24T00:00:00Z,2015-08-15T00:00:00Z,196.411764705882,3339,477,111.3,0.161725067385445,0.0377358490566038,"5100 FUNSTON ST, Philadelphia, PA",-75.2224867,39.9660097
2100,FURLEY ST,2100 FURLEY ST,20,3,2006-07-04T00:00:00Z,2014-07-04T00:00:00Z,153.789473684211,2922,417.428571428571,97.4,0.205338809034908,0.0479123887748118,"2100 FURLEY ST, Philadelphia, PA",-75.1568905,40.0423754
3300,G ST,3300 G ST,1,1,2012-07-14T00:00:00Z,2012-07-14T00:00:00Z,,0,0,0,Inf,Inf,"3300 G ST, Philadelphia, PA",-75.1150996,39.9983896
3400,G ST,3400 G ST,3,1,2008-05-26T00:00:00Z,2014-08-16T00:00:00Z,1136.5,2273,324.714285714286,75.7666666666667,0.0395952485701716,0.00923889133304004,"3400 G ST, Philadelphia, PA",-75.1149721,39.9998926
4600,G ST,4600 G ST,1,1,2012-09-01T00:00:00Z,2012-09-01T00:00:00Z,,0,0,0,Inf,Inf,"4600 G ST, Philadelphia, PA",-75.1111062,40.018345
5300,GAINOR RD,5300 GAINOR RD,1,1,2008-10-11T00:00:00Z,2008-10-11T00:00:00Z,,0,0,0,Inf,Inf,"5300 GAINOR RD, Philadelphia, PA",-75.230468,39.989179
5600,GAINOR RD,5600 GAINOR RD,5,1,2009-09-12T00:00:00Z,2014-07-05T00:00:00Z,439.25,1757,251,58.5666666666667,0.0853727945361412,0.0199203187250996,"5600 GAINOR RD, Philadelphia, PA",-75.2352118,39.9881816
4400,GARDEN ST,4400 GARDEN ST,5,1,2006-09-09T00:00:00Z,2014-10-04T00:00:00Z,736.75,2947,421,98.2333333333333,0.0508992195453003,0.0118764845605701,"4400 GARDEN ST, Philadelphia, PA",-75.0724648,39.9964161
6100,GARDENIA ST,6100 GARDENIA ST,13,2,2006-07-01T00:00:00Z,2015-07-04T00:00:00Z,274.166666666667,3290,470,109.666666666667,0.11854103343465,0.0276595744680851,"6100 GARDENIA ST, Philadelphia, PA",-75.1743059,40.045431
6900,GARMAN ST,6900 GARMAN ST,6,3,2006-07-04T00:00:00Z,2015-08-01T00:00:00Z,663,3315,473.571428571429,110.5,0.0542986425339367,0.0126696832579186,"6900 GARMAN ST, Philadelphia, PA",-75.2341756,39.9164132
7300,GARMAN ST,7300 GARMAN ST,5,1,2008-08-23T00:00:00Z,2014-08-16T00:00:00Z,546,2184,312,72.8,0.0686813186813187,0.016025641025641,"7300 GARMAN ST, Philadelphia, PA",-75.2404331,39.9121946
200,GARRETT ST,200 GARRETT ST,3,1,2006-09-02T00:00:00Z,2012-08-11T00:00:00Z,1085,2170,310,72.3333333333333,0.0414746543778802,0.00967741935483871,"200 GARRETT ST, Philadelphia, PA",-75.182931,40.0547378
2900,GARRETT ST,2900 GARRETT ST,1,1,2015-09-07T00:00:00Z,2015-09-07T00:00:00Z,,0,0,0,Inf,Inf,"2900 GARRETT ST, Philadelphia, PA",-75.290345,39.9475735
9800,GARVEY DR,9800 GARVEY DR,1,1,2006-08-12T00:00:00Z,2006-08-12T00:00:00Z,,0,0,0,Inf,Inf,"9800 GARVEY DR, Philadelphia, PA",-74.986364,40.0618842
300,GASKILL ST,300 GASKILL ST,29,3,2006-05-28T00:00:00Z,2015-09-06T00:00:00Z,121,3388,484,112.933333333333,0.256788665879575,0.0599173553719008,"300 GASKILL ST, Philadelphia, PA",-75.1474998,39.941948
400,GASKILL ST,400 GASKILL ST,1,1,2007-10-21T00:00:00Z,2007-10-21T00:00:00Z,,0,0,0,Inf,Inf,"400 GASKILL ST, Philadelphia, PA",-75.1493734,39.9421043
2200,GAUL ST,2200 GAUL ST,3,1,2009-09-19T00:00:00Z,2014-08-23T00:00:00Z,899.5,1799,257,59.9666666666667,0.0500277932184547,0.0116731517509728,"2200 GAUL ST, Philadelphia, PA",-75.1261259,39.9760867
2400,GAUL ST,2400 GAUL ST,4,1,2010-07-10T00:00:00Z,2013-09-28T00:00:00Z,392,1176,168,39.2,0.102040816326531,0.0238095238095238,"2400 GAUL ST, Philadelphia, PA",-75.1239402,39.9773194
2500,GAUL ST,2500 GAUL ST,2,1,2011-10-01T00:00:00Z,2012-10-06T00:00:00Z,371,371,53,12.3666666666667,0.161725067385445,0.0377358490566038,"2500 GAUL ST, Philadelphia, PA",-75.1215347,39.9784626
3000,GAUL ST,3000 GAUL ST,4,2,2006-07-22T00:00:00Z,2014-09-20T00:00:00Z,994,2982,426,99.4,0.0402414486921529,0.00938967136150235,"3000 GAUL ST, Philadelphia, PA",-75.1096,39.984702
3100,GAUL ST,3100 GAUL ST,6,1,2007-07-21T00:00:00Z,2014-10-25T00:00:00Z,530.6,2653,379,88.4333333333333,0.0678477195627591,0.0158311345646438,"3100 GAUL ST, Philadelphia, PA",-75.107491,39.9858108
3200,GAUL ST,3200 GAUL ST,2,1,2014-07-12T00:00:00Z,2015-08-01T00:00:00Z,385,385,55,12.8333333333333,0.155844155844156,0.0363636363636364,"3200 GAUL ST, Philadelphia, PA",-75.1050427,39.9870843
4500,GAUL ST,4500 GAUL ST,1,1,2009-07-18T00:00:00Z,2009-07-18T00:00:00Z,,0,0,0,Inf,Inf,"4500 GAUL ST, Philadelphia, PA",-75.0738774,40.0034696
1300,GEARY ST,1300 GEARY ST,3,1,2008-06-14T00:00:00Z,2014-06-06T00:00:00Z,1091.5,2183,311.857142857143,72.7666666666667,0.0412276683463124,0.00961978928080623,"1300 GEARY ST, Philadelphia, PA",-75.171071,39.908819
1900,GEARY ST,1900 GEARY ST,1,1,2008-11-22T00:00:00Z,2008-11-22T00:00:00Z,,0,0,0,Inf,Inf,"1900 GEARY ST, Philadelphia, PA",-75.1807579,39.9100702
500,GENEVA AVE,500 GENEVA AVE,4,1,2010-09-06T00:00:00Z,2016-05-29T00:00:00Z,697.333333333333,2092,298.857142857143,69.7333333333333,0.0573613766730402,0.0133843212237094,"500 GENEVA AVE, Philadelphia, PA",-75.1163797,40.0312196
1700,GEORGES LN,1700 GEORGES LN,8,1,2007-07-28T00:00:00Z,2014-08-30T00:00:00Z,370,2590,370,86.3333333333333,0.0926640926640927,0.0216216216216216,"1700 GEORGES LN, Philadelphia, PA",-75.2290706,39.982863
1800,GEORGES LN,1800 GEORGES LN,2,1,2011-06-25T00:00:00Z,2012-09-15T00:00:00Z,448,448,64,14.9333333333333,0.133928571428571,0.03125,"1800 GEORGES LN, Philadelphia, PA",-75.2294782,39.9844989
1900,GEORGES LN,1900 GEORGES LN,1,1,2008-08-02T00:00:00Z,2008-08-02T00:00:00Z,,0,0,0,Inf,Inf,"1900 GEORGES LN, Philadelphia, PA",-75.2305877,39.9861578
2100,GEORGES LN,2100 GEORGES LN,1,1,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,,0,0,0,Inf,Inf,"2100 GEORGES LN, Philadelphia, PA",-75.2313842,39.9884515
1900,GEORGIAN RD,1900 GEORGIAN RD,10,1,2006-09-09T00:00:00Z,2011-06-19T00:00:00Z,193.777777777778,1744,249.142857142857,58.1333333333333,0.172018348623853,0.0401376146788991,"1900 GEORGIAN RD, Philadelphia, PA",-75.1506386,40.0605906
7000,GEORGIAN RD,7000 GEORGIAN RD,2,1,2011-09-03T00:00:00Z,2015-08-29T00:00:00Z,1456,1456,208,48.5333333333333,0.0412087912087912,0.00961538461538462,"7000 GEORGIAN RD, Philadelphia, PA",-75.1487966,40.0622736
7400,GEORGIAN RD,7400 GEORGIAN RD,4,1,2007-07-28T00:00:00Z,2012-06-23T00:00:00Z,597.333333333333,1792,256,59.7333333333333,0.0669642857142857,0.015625,"7400 GEORGIAN RD, Philadelphia, PA",-75.1480737,40.0671793
9300,GERMANIA ST,9300 GERMANIA ST,2,1,2011-07-02T00:00:00Z,2015-07-04T00:00:00Z,1463,1463,209,48.7666666666667,0.0410116199589884,0.00956937799043062,"9300 GERMANIA ST, Philadelphia, PA",-74.9897557,40.0442635
1200,GERMANTOWN AVE,1200 GERMANTOWN AVE,3,1,2010-08-21T00:00:00Z,2011-08-20T00:00:00Z,182,364,52,12.1333333333333,0.247252747252747,0.0576923076923077,"1200 GERMANTOWN AVE, Philadelphia, PA",-75.1408371,39.9698352
1500,GERMANTOWN AVE,1500 GERMANTOWN AVE,2,1,2006-05-27T00:00:00Z,2006-09-02T00:00:00Z,98,98,14,3.26666666666667,0.612244897959184,0.142857142857143,"1500 GERMANTOWN AVE, Philadelphia, PA",-75.1417637,39.9736878
2000,GERMANTOWN AVE,2000 GERMANTOWN AVE,2,1,2006-07-22T00:00:00Z,2014-09-06T00:00:00Z,2968,2968,424,98.9333333333333,0.0202156334231806,0.00471698113207547,"2000 GERMANTOWN AVE, Philadelphia, PA",-75.1440261,39.9816299
2100,GERMANTOWN AVE,2100 GERMANTOWN AVE,3,1,2012-06-17T00:00:00Z,2014-09-01T00:00:00Z,403,806,115.142857142857,26.8666666666667,0.11166253101737,0.0260545905707196,"2100 GERMANTOWN AVE, Philadelphia, PA",-75.1439944,39.983112
2300,GERMANTOWN AVE,2300 GERMANTOWN AVE,2,1,2012-07-14T00:00:00Z,2013-08-03T00:00:00Z,385,385,55,12.8333333333333,0.155844155844156,0.0363636363636364,"2300 GERMANTOWN AVE, Philadelphia, PA",-75.1454632,39.9867165
2400,GERMANTOWN AVE,2400 GERMANTOWN AVE,2,1,2010-09-04T00:00:00Z,2011-08-20T00:00:00Z,350,350,50,11.6666666666667,0.171428571428571,0.04,"2400 GERMANTOWN AVE, Philadelphia, PA",-75.146661,39.9883828
2500,GERMANTOWN AVE,2500 GERMANTOWN AVE,3,1,2007-05-11T00:00:00Z,2011-06-11T00:00:00Z,746,1492,213.142857142857,49.7333333333333,0.0603217158176944,0.0140750670241287,"2500 GERMANTOWN AVE, Philadelphia, PA",-75.1478611,39.9900336
2600,GERMANTOWN AVE,2600 GERMANTOWN AVE,1,1,2009-08-08T00:00:00Z,2009-08-08T00:00:00Z,,0,0,0,Inf,Inf,"2600 GERMANTOWN AVE, Philadelphia, PA",-75.1484955,39.9917086
2700,GERMANTOWN AVE,2700 GERMANTOWN AVE,1,1,2009-08-08T00:00:00Z,2009-08-08T00:00:00Z,,0,0,0,Inf,Inf,"2700 GERMANTOWN AVE, Philadelphia, PA",-75.14797,39.993248
3000,GERMANTOWN AVE,3000 GERMANTOWN AVE,6,2,2011-02-19T00:00:00Z,2013-08-17T00:00:00Z,182,910,130,30.3333333333333,0.197802197802198,0.0461538461538462,"3000 GERMANTOWN AVE, Philadelphia, PA",-75.147125,39.9978397
3400,GERMANTOWN AVE,3400 GERMANTOWN AVE,2,1,2008-04-19T00:00:00Z,2009-04-18T00:00:00Z,364,364,52,12.1333333333333,0.164835164835165,0.0384615384615385,"3400 GERMANTOWN AVE, Philadelphia, PA",-75.1493108,40.0043511
3600,GERMANTOWN AVE,3600 GERMANTOWN AVE,2,1,2012-09-29T00:00:00Z,2013-09-21T00:00:00Z,357,357,51,11.9,0.168067226890756,0.0392156862745098,"3600 GERMANTOWN AVE, Philadelphia, PA",-75.1506834,40.0077439
4000,GERMANTOWN AVE,4000 GERMANTOWN AVE,2,1,2006-08-05T00:00:00Z,2007-08-04T00:00:00Z,364,364,52,12.1333333333333,0.164835164835165,0.0384615384615385,"4000 GERMANTOWN AVE, Philadelphia, PA",-75.1534792,40.0144897
4300,GERMANTOWN AVE,4300 GERMANTOWN AVE,5,1,2012-08-10T00:00:00Z,2015-08-08T00:00:00Z,273.25,1093,156.142857142857,36.4333333333333,0.137236962488564,0.0320219579139982,"4300 GERMANTOWN AVE, Philadelphia, PA",-75.155986,40.0192317
4400,GERMANTOWN AVE,4400 GERMANTOWN AVE,2,1,2008-08-09T00:00:00Z,2013-11-20T00:00:00Z,1929,1929,275.571428571429,64.3,0.031104199066874,0.00725764644893727,"4400 GERMANTOWN AVE, Philadelphia, PA",-75.1575536,40.0211153
4600,GERMANTOWN AVE,4600 GERMANTOWN AVE,1,1,2015-05-23T00:00:00Z,2015-05-23T00:00:00Z,,0,0,0,Inf,Inf,"4600 GERMANTOWN AVE, Philadelphia, PA",-75.1598889,40.024963
4800,GERMANTOWN AVE,4800 GERMANTOWN AVE,4,2,2007-07-04T00:00:00Z,2009-07-04T00:00:00Z,243.666666666667,731,104.428571428571,24.3666666666667,0.164158686730506,0.0383036935704514,"4800 GERMANTOWN AVE, Philadelphia, PA",-75.1614468,40.0273656
4900,GERMANTOWN AVE,4900 GERMANTOWN AVE,11,1,2006-05-28T00:00:00Z,2015-08-23T00:00:00Z,337.4,3374,482,112.466666666667,0.0978067575577949,0.0228215767634855,"4900 GERMANTOWN AVE, Philadelphia, PA",-75.162265,40.0283424
5000,GERMANTOWN AVE,5000 GERMANTOWN AVE,3,1,2006-08-27T00:00:00Z,2008-08-31T00:00:00Z,367.5,735,105,24.5,0.122448979591837,0.0285714285714286,"5000 GERMANTOWN AVE, Philadelphia, PA",-75.1640461,40.0291555
5200,GERMANTOWN AVE,5200 GERMANTOWN AVE,4,1,2007-08-25T00:00:00Z,2013-09-28T00:00:00Z,742,2226,318,74.2,0.0539083557951483,0.0125786163522013,"5200 GERMANTOWN AVE, Philadelphia, PA",-75.1675186,40.0309545
5300,GERMANTOWN AVE,5300 GERMANTOWN AVE,4,1,2006-08-27T00:00:00Z,2008-09-27T00:00:00Z,254,762,108.857142857143,25.4,0.15748031496063,0.036745406824147,"5300 GERMANTOWN AVE, Philadelphia, PA",-75.1687858,40.0319296
5400,GERMANTOWN AVE,5400 GERMANTOWN AVE,6,1,2006-08-27T00:00:00Z,2016-05-14T00:00:00Z,709.6,3548,506.857142857143,118.266666666667,0.0507328072153326,0.0118376550169109,"5400 GERMANTOWN AVE, Philadelphia, PA",-75.1709676,40.0330213
5500,GERMANTOWN AVE,5500 GERMANTOWN AVE,5,1,2006-08-27T00:00:00Z,2015-07-25T00:00:00Z,813.5,3254,464.857142857143,108.466666666667,0.0460971112476952,0.0107559926244622,"5500 GERMANTOWN AVE, Philadelphia, PA",-75.1730976,40.0343549
5600,GERMANTOWN AVE,5600 GERMANTOWN AVE,2,1,2013-05-25T00:00:00Z,2014-05-31T00:00:00Z,371,371,53,12.3666666666667,0.161725067385445,0.0377358490566038,"5600 GERMANTOWN AVE, Philadelphia, PA",-75.1740318,40.0351156
5700,GERMANTOWN AVE,5700 GERMANTOWN AVE,2,1,2011-07-16T00:00:00Z,2014-05-31T00:00:00Z,1050,1050,150,35,0.0571428571428571,0.0133333333333333,"5700 GERMANTOWN AVE, Philadelphia, PA",-75.1751039,40.0357927
5800,GERMANTOWN AVE,5800 GERMANTOWN AVE,4,1,2015-05-23T00:00:00Z,2016-05-28T00:00:00Z,123.666666666667,371,53,12.3666666666667,0.323450134770889,0.0754716981132076,"5800 GERMANTOWN AVE, Philadelphia, PA",-75.176776,40.035551
6100,GERMANTOWN AVE,6100 GERMANTOWN AVE,1,1,2010-10-02T00:00:00Z,2010-10-02T00:00:00Z,,0,0,0,Inf,Inf,"6100 GERMANTOWN AVE, Philadelphia, PA",-75.1788667,40.0404883
6300,GERMANTOWN AVE,6300 GERMANTOWN AVE,5,1,2011-06-18T00:00:00Z,2015-06-20T00:00:00Z,365.75,1463,209,48.7666666666667,0.102529049897471,0.0239234449760766,"6300 GERMANTOWN AVE, Philadelphia, PA",-75.181223,40.0433201
6900,GERMANTOWN AVE,6900 GERMANTOWN AVE,1,1,2012-08-16T00:00:00Z,2012-08-16T00:00:00Z,,0,0,0,Inf,Inf,"6900 GERMANTOWN AVE, Philadelphia, PA",-75.1874147,40.0548027
7000,GERMANTOWN AVE,7000 GERMANTOWN AVE,5,1,2006-06-11T00:00:00Z,2015-09-17T00:00:00Z,846.25,3385,483.571428571429,112.833333333333,0.0443131462333826,0.0103397341211226,"7000 GERMANTOWN AVE, Philadelphia, PA",-75.188083,40.0569225
7100,GERMANTOWN AVE,7100 GERMANTOWN AVE,8,1,2011-08-04T00:00:00Z,2015-09-17T00:00:00Z,215,1505,215,50.1666666666667,0.159468438538206,0.0372093023255814,"7100 GERMANTOWN AVE, Philadelphia, PA",-75.1895969,40.0584339
7200,GERMANTOWN AVE,7200 GERMANTOWN AVE,3,1,2011-10-14T00:00:00Z,2011-10-16T00:00:00Z,1,2,0.285714285714286,0.0666666666666667,45,10.5,"7200 GERMANTOWN AVE, Philadelphia, PA",-75.191198,40.059985
8000,GERMANTOWN AVE,8000 GERMANTOWN AVE,21,1,2006-05-07T00:00:00Z,2016-05-01T00:00:00Z,182.35,3647,521,121.566666666667,0.17274472168906,0.0403071017274472,"8000 GERMANTOWN AVE, Philadelphia, PA",-75.2009233,40.0707181
8200,GERMANTOWN AVE,8200 GERMANTOWN AVE,21,1,2006-05-07T00:00:00Z,2016-05-01T00:00:00Z,182.35,3647,521,121.566666666667,0.17274472168906,0.0403071017274472,"8200 GERMANTOWN AVE, Philadelphia, PA",-75.203256,40.0731221
8300,GERMANTOWN AVE,8300 GERMANTOWN AVE,21,1,2006-05-07T00:00:00Z,2016-05-01T00:00:00Z,182.35,3647,521,121.566666666667,0.17274472168906,0.0403071017274472,"8300 GERMANTOWN AVE, Philadelphia, PA",-75.2039872,40.0741849
8400,GERMANTOWN AVE,8400 GERMANTOWN AVE,21,1,2006-05-07T00:00:00Z,2016-05-01T00:00:00Z,182.35,3647,521,121.566666666667,0.17274472168906,0.0403071017274472,"8400 GERMANTOWN AVE, Philadelphia, PA",-75.2055144,40.0750694
8500,GERMANTOWN AVE,8500 GERMANTOWN AVE,21,1,2006-05-07T00:00:00Z,2016-05-01T00:00:00Z,182.35,3647,521,121.566666666667,0.17274472168906,0.0403071017274472,"8500 GERMANTOWN AVE, Philadelphia, PA",-75.2066769,40.0759456
8600,GERMANTOWN AVE,8600 GERMANTOWN AVE,21,1,2006-05-07T00:00:00Z,2016-05-01T00:00:00Z,182.35,3647,521,121.566666666667,0.17274472168906,0.0403071017274472,"8600 GERMANTOWN AVE, Philadelphia, PA",-75.2077483,40.0765748
8700,GERMANTOWN AVE,8700 GERMANTOWN AVE,5,1,2006-05-07T00:00:00Z,2013-10-06T00:00:00Z,677.25,2709,387,90.3,0.0553709856035438,0.0129198966408269,"8700 GERMANTOWN AVE, Philadelphia, PA",-75.2094122,40.0770851
200,GERRITT ST,200 GERRITT ST,2,1,2011-08-27T00:00:00Z,2015-06-13T00:00:00Z,1386,1386,198,46.2,0.0432900432900433,0.0101010101010101,"200 GERRITT ST, Philadelphia, PA",-75.1486776,39.9299287
300,GERRITT ST,300 GERRITT ST,3,1,2014-06-14T00:00:00Z,2015-09-26T00:00:00Z,234.5,469,67,15.6333333333333,0.191897654584222,0.0447761194029851,"300 GERRITT ST, Philadelphia, PA",-75.1502005,39.9298811
3100,EMERALD ST,3100 EMERALD ST,2,1,2014-06-21T00:00:00Z,2014-08-30T00:00:00Z,70,70,10,2.33333333333333,0.857142857142857,0.2,"3100 EMERALD ST, Philadelphia, PA",-75.1137729,39.9931423
1200,EMILY ST,1200 EMILY ST,7,1,2006-08-06T00:00:00Z,2015-08-22T00:00:00Z,550.5,3303,471.857142857143,110.1,0.0635785649409628,0.0148349984862246,"1200 EMILY ST, Philadelphia, PA",-75.1658586,39.9246872
1500,EMILY ST,1500 EMILY ST,5,1,2007-06-30T00:00:00Z,2015-06-20T00:00:00Z,728,2912,416,97.0666666666667,0.051510989010989,0.0120192307692308,"1500 EMILY ST, Philadelphia, PA",-75.1712063,39.9254201
2000,EMILY ST,2000 EMILY ST,14,2,2006-06-24T00:00:00Z,2014-08-31T00:00:00Z,230,2990,427.142857142857,99.6666666666667,0.140468227424749,0.0327759197324415,"2000 EMILY ST, Philadelphia, PA",-75.179219,39.9263201
200,ERDENHEIM ST,200 ERDENHEIM ST,1,1,2015-07-04T00:00:00Z,2015-07-04T00:00:00Z,,0,0,0,Inf,Inf,"200 ERDENHEIM ST, Philadelphia, PA",-75.2220275,40.0907647
5100,ERDRICK ST,5100 ERDRICK ST,5,2,2009-07-04T00:00:00Z,2016-05-07T00:00:00Z,624.75,2499,357,83.3,0.0600240096038415,0.0140056022408964,"5100 ERDRICK ST, Philadelphia, PA",-75.0737423,40.0182496
5700,ERDRICK ST,5700 ERDRICK ST,1,1,2011-07-04T00:00:00Z,2011-07-04T00:00:00Z,,0,0,0,Inf,Inf,"5700 ERDRICK ST, Philadelphia, PA",-75.06768,40.0210496
8000,ERDRICK ST,8000 ERDRICK ST,4,1,2010-09-04T00:00:00Z,2012-08-11T00:00:00Z,235.666666666667,707,101,23.5666666666667,0.16973125884017,0.0396039603960396,"8000 ERDRICK ST, Philadelphia, PA",-75.0275555,40.0400552
3600,ESSEX LN,3600 ESSEX LN,7,1,2008-09-06T00:00:00Z,2015-08-22T00:00:00Z,423.5,2541,363,84.7,0.0826446280991736,0.0192837465564738,"3600 ESSEX LN, Philadelphia, PA",-74.985761,40.068931
900,FAIRMOUNT AVE,900 FAIRMOUNT AVE,1,1,2012-07-08T00:00:00Z,2012-07-08T00:00:00Z,,0,0,0,Inf,Inf,"900 FAIRMOUNT AVE, Philadelphia, PA",-75.152687,39.964957
2000,FAIRMOUNT AVE,2000 FAIRMOUNT AVE,5,1,2010-07-10T00:00:00Z,2015-07-11T00:00:00Z,456.75,1827,261,60.9,0.0821018062397373,0.0191570881226054,"2000 FAIRMOUNT AVE, Philadelphia, PA",-75.1703389,39.9670886
3500,FAIRMOUNT AVE,3500 FAIRMOUNT AVE,2,1,2012-07-04T00:00:00Z,2014-10-08T00:00:00Z,826,826,118,27.5333333333333,0.0726392251815981,0.0169491525423729,"3500 FAIRMOUNT AVE, Philadelphia, PA",-75.1936016,39.9660663
3600,FAIRMOUNT AVE,3600 FAIRMOUNT AVE,1,1,2007-07-04T00:00:00Z,2007-07-04T00:00:00Z,,0,0,0,Inf,Inf,"3600 FAIRMOUNT AVE, Philadelphia, PA",-75.195279,39.965795
3900,FAIRMOUNT AVE,3900 FAIRMOUNT AVE,7,2,2006-07-04T00:00:00Z,2015-07-04T00:00:00Z,547.833333333333,3287,469.571428571429,109.566666666667,0.0638880438089443,0.014907210222087,"3900 FAIRMOUNT AVE, Philadelphia, PA",-75.2004426,39.9652224
400,FANSHAWE ST,400 FANSHAWE ST,1,1,2011-08-28T00:00:00Z,2011-08-28T00:00:00Z,,0,0,0,Inf,Inf,"400 FANSHAWE ST, Philadelphia, PA",-75.0941704,40.0534535
600,FANSHAWE ST,600 FANSHAWE ST,1,1,2011-06-18T00:00:00Z,2011-06-18T00:00:00Z,,0,0,0,Inf,Inf,"600 FANSHAWE ST, Philadelphia, PA",-75.090669,40.0513974
1000,FANSHAWE ST,1000 FANSHAWE ST,1,1,2012-09-03T00:00:00Z,2012-09-03T00:00:00Z,,0,0,0,Inf,Inf,"1000 FANSHAWE ST, Philadelphia, PA",-75.083519,40.04733
1300,FANSHAWE ST,1300 FANSHAWE ST,8,1,2009-09-07T00:00:00Z,2016-05-21T00:00:00Z,349.714285714286,2448,349.714285714286,81.6,0.0980392156862745,0.0228758169934641,"1300 FANSHAWE ST, Philadelphia, PA",-75.077776,40.044522
2100,FANSHAWE ST,2100 FANSHAWE ST,2,1,2006-08-12T00:00:00Z,2012-06-02T00:00:00Z,2121,2121,303,70.7,0.0282885431400283,0.0066006600660066,"2100 FANSHAWE ST, Philadelphia, PA",-75.0674229,40.0383137
3100,FANSHAWE ST,3100 FANSHAWE ST,3,1,2006-08-19T00:00:00Z,2015-08-29T00:00:00Z,1648.5,3297,471,109.9,0.0272975432211101,0.00636942675159236,"3100 FANSHAWE ST, Philadelphia, PA",-75.0571334,40.0326306
0,FARRAGUT ST,0 FARRAGUT ST,10,1,2006-08-05T00:00:00Z,2015-09-06T00:00:00Z,368.777777777778,3319,474.142857142857,110.633333333333,0.0903886712865321,0.0210906899668575,"0 FARRAGUT ST, Philadelphia, PA",-75.214226,39.958486
1300,FARSON ST,1300 FARSON ST,3,1,2012-08-04T00:00:00Z,2015-09-06T00:00:00Z,564,1128,161.142857142857,37.6,0.0797872340425532,0.0186170212765957,"1300 FARSON ST, Philadelphia, PA",-75.2235095,39.9733487
8400,FAYETTE ST,8400 FAYETTE ST,3,1,2006-07-08T00:00:00Z,2009-07-11T00:00:00Z,549.5,1099,157,36.6333333333333,0.0818926296633303,0.0191082802547771,"8400 FAYETTE ST, Philadelphia, PA",-75.175355,40.077801
8500,FAYETTE ST,8500 FAYETTE ST,10,1,2006-09-02T00:00:00Z,2014-08-30T00:00:00Z,324.333333333333,2919,417,97.3,0.102774922918808,0.0239808153477218,"8500 FAYETTE ST, Philadelphia, PA",-75.176918,40.0787
100,FEDERAL ST,100 FEDERAL ST,4,2,2008-04-12T00:00:00Z,2012-12-23T00:00:00Z,572,1716,245.142857142857,57.2,0.0699300699300699,0.0163170163170163,"100 FEDERAL ST, Philadelphia, PA",-75.1459139,39.9325465
200,FEDERAL ST,200 FEDERAL ST,2,1,2012-12-23T00:00:00Z,2014-11-01T00:00:00Z,678,678,96.8571428571429,22.6,0.0884955752212389,0.0206489675516224,"200 FEDERAL ST, Philadelphia, PA",-75.1475608,39.9327615
700,FEDERAL ST,700 FEDERAL ST,2,1,2007-04-21T00:00:00Z,2007-11-03T00:00:00Z,196,196,28,6.53333333333333,0.306122448979592,0.0714285714285714,"700 FEDERAL ST, Philadelphia, PA",-75.1558769,39.9337712
2000,FEDERAL ST,2000 FEDERAL ST,7,2,2006-07-08T00:00:00Z,2015-08-01T00:00:00Z,551.833333333333,3311,473,110.366666666667,0.0634249471458774,0.0147991543340381,"2000 FEDERAL ST, Philadelphia, PA",-75.1767255,39.93721
2100,FEDERAL ST,2100 FEDERAL ST,3,1,2006-09-09T00:00:00Z,2014-08-16T00:00:00Z,1449,2898,414,96.6,0.031055900621118,0.0072463768115942,"2100 FEDERAL ST, Philadelphia, PA",-75.178621,39.9375953
