hundred_block,street_name,block,n_permits,n_types,first_date,last_date,mean_gap,duration,duration_wk,duration_mn,permits_mn,permits_wk,street_address,lon,lat
900,MIFFLIN ST,900 MIFFLIN ST,2,1,2012-04-15T00:00:00Z,2013-08-18T00:00:00Z,490,490,70,16.3333333333333,0.122448979591837,0.0285714285714286,"900 MIFFLIN ST, Philadelphia, PA",-75.1607849,39.9257127
1300,MIFFLIN ST,1300 MIFFLIN ST,1,1,2015-06-07T00:00:00Z,2015-06-07T00:00:00Z,,0,0,0,Inf,Inf,"1300 MIFFLIN ST, Philadelphia, PA",-75.1670887,39.9265472
1400,MIFFLIN ST,1400 MIFFLIN ST,1,1,2012-06-23T00:00:00Z,2012-06-23T00:00:00Z,,0,0,0,Inf,Inf,"1400 MIFFLIN ST, Philadelphia, PA",-75.1692356,39.9268301
1600,MIFFLIN ST,1600 MIFFLIN ST,1,1,2013-08-24T00:00:00Z,2013-08-24T00:00:00Z,,0,0,0,Inf,Inf,"1600 MIFFLIN ST, Philadelphia, PA",-75.1727915,39.9271816
1700,MIFFLIN ST,1700 MIFFLIN ST,1,1,2012-04-15T00:00:00Z,2012-04-15T00:00:00Z,,0,0,0,Inf,Inf,"1700 MIFFLIN ST, Philadelphia, PA",-75.1741691,39.9272629
1800,MIFFLIN ST,1800 MIFFLIN ST,1,1,2008-05-26T00:00:00Z,2008-05-26T00:00:00Z,,0,0,0,Inf,Inf,"1800 MIFFLIN ST, Philadelphia, PA",-75.1755792,39.927644
1900,MIFFLIN ST,1900 MIFFLIN ST,1,1,2015-06-13T00:00:00Z,2015-06-13T00:00:00Z,,0,0,0,Inf,Inf,"1900 MIFFLIN ST, Philadelphia, PA",-75.1771405,39.9278438
2000,MIFFLIN ST,2000 MIFFLIN ST,14,3,2006-07-02T00:00:00Z,2015-07-04T00:00:00Z,253,3289,469.857142857143,109.633333333333,0.127698388567954,0.0297962906658559,"2000 MIFFLIN ST, Philadelphia, PA",-75.1790252,39.9279151
2100,MIFFLIN ST,2100 MIFFLIN ST,7,2,2008-09-01T00:00:00Z,2015-09-06T00:00:00Z,426.833333333333,2561,365.857142857143,85.3666666666667,0.0819992190550566,0.0191331511128465,"2100 MIFFLIN ST, Philadelphia, PA",-75.1807004,39.9281526
2200,MIFFLIN ST,2200 MIFFLIN ST,25,2,2006-07-15T00:00:00Z,2016-05-28T00:00:00Z,150.208333333333,3605,515,120.166666666667,0.208044382801664,0.0485436893203884,"2200 MIFFLIN ST, Philadelphia, PA",-75.1822899,39.9283712
2300,MIFFLIN ST,2300 MIFFLIN ST,15,2,2006-05-27T00:00:00Z,2011-08-20T00:00:00Z,136.5,1911,273,63.7,0.235478806907378,0.054945054945055,"2300 MIFFLIN ST, Philadelphia, PA",-75.1839316,39.9287203
2400,MIFFLIN ST,2400 MIFFLIN ST,2,1,2006-06-10T00:00:00Z,2010-08-28T00:00:00Z,1540,1540,220,51.3333333333333,0.038961038961039,0.00909090909090909,"2400 MIFFLIN ST, Philadelphia, PA",-75.1856707,39.9288098
2400,MILAN ST,2400 MILAN ST,2,1,2009-09-05T00:00:00Z,2010-06-26T00:00:00Z,294,294,42,9.8,0.204081632653061,0.0476190476190476,"2400 MILAN ST, Philadelphia, PA",-75.2441232,39.9125849
2600,MILLER ST,2600 MILLER ST,1,1,2010-06-19T00:00:00Z,2010-06-19T00:00:00Z,,0,0,0,Inf,Inf,"2600 MILLER ST, Philadelphia, PA",-75.1182574,39.9796172
2800,MILLER ST,2800 MILLER ST,2,1,2009-07-11T00:00:00Z,2014-06-14T00:00:00Z,1799,1799,257,59.9666666666667,0.0333518621456365,0.00778210116731518,"2800 MILLER ST, Philadelphia, PA",-75.1140218,39.981811
3000,MILLER ST,3000 MILLER ST,6,1,2010-06-19T00:00:00Z,2015-09-12T00:00:00Z,382.2,1911,273,63.7,0.0941915227629513,0.021978021978022,"3000 MILLER ST, Philadelphia, PA",-75.10869,39.984593
3100,MILLER ST,3100 MILLER ST,3,1,2006-06-24T00:00:00Z,2008-06-14T00:00:00Z,360.5,721,103,24.0333333333333,0.124826629680999,0.029126213592233,"3100 MILLER ST, Philadelphia, PA",-75.1071354,39.9854069
3200,MILLER ST,3200 MILLER ST,13,1,2007-06-30T00:00:00Z,2015-08-22T00:00:00Z,247.916666666667,2975,425,99.1666666666667,0.13109243697479,0.0305882352941177,"3200 MILLER ST, Philadelphia, PA",-75.104694,39.9866823
3500,MILLER ST,3500 MILLER ST,8,1,2006-08-19T00:00:00Z,2012-08-18T00:00:00Z,313,2191,313,73.0333333333333,0.109539023277042,0.0255591054313099,"3500 MILLER ST, Philadelphia, PA",-75.0966164,39.990907
3600,MILLER ST,3600 MILLER ST,6,1,2006-08-26T00:00:00Z,2012-05-06T00:00:00Z,416,2080,297.142857142857,69.3333333333333,0.0865384615384616,0.0201923076923077,"3600 MILLER ST, Philadelphia, PA",-75.0953469,39.9917358
4500,MILLER ST,4500 MILLER ST,7,1,2006-07-15T00:00:00Z,2015-07-25T00:00:00Z,549.5,3297,471,109.9,0.0636942675159236,0.0148619957537155,"4500 MILLER ST, Philadelphia, PA",-75.0739918,40.0026896
4400,MILLETT ST,4400 MILLETT ST,1,1,2009-09-12T00:00:00Z,2009-09-12T00:00:00Z,,0,0,0,Inf,Inf,"4400 MILLETT ST, Philadelphia, PA",-75.0169259,40.0428647
300,MILNE ST,300 MILNE ST,2,1,2012-05-26T00:00:00Z,2014-08-30T00:00:00Z,826,826,118,27.5333333333333,0.0726392251815981,0.0169491525423729,"300 MILNE ST, Philadelphia, PA",-75.1640004,40.0208981
4300,MILNOR ST,4300 MILNOR ST,2,1,2011-08-06T00:00:00Z,2012-07-07T00:00:00Z,336,336,48,11.2,0.178571428571429,0.0416666666666667,"4300 MILNOR ST, Philadelphia, PA",-75.0824048,40.0047716
4500,MILNOR ST,4500 MILNOR ST,1,1,2006-05-20T00:00:00Z,2006-05-20T00:00:00Z,,0,0,0,Inf,Inf,"4500 MILNOR ST, Philadelphia, PA",-75.0800888,40.0052564
6300,MILTON ST,6300 MILTON ST,1,1,2012-06-02T00:00:00Z,2012-06-02T00:00:00Z,,0,0,0,Inf,Inf,"6300 MILTON ST, Philadelphia, PA",-75.1686195,40.0554472
12700,MINDEN RD,12700 MINDEN RD,8,1,2006-07-01T00:00:00Z,2013-08-24T00:00:00Z,373,2611,373,87.0333333333333,0.0919188050555343,0.0214477211796247,"12700 MINDEN RD, Philadelphia, PA",-74.9697304,40.1018756
5500,MIRIAM RD,5500 MIRIAM RD,16,2,2007-07-14T00:00:00Z,2015-09-05T00:00:00Z,198.333333333333,2975,425,99.1666666666667,0.161344537815126,0.0376470588235294,"5500 MIRIAM RD, Philadelphia, PA",-75.0909631,40.029883
4400,MITCHELL ST,4400 MITCHELL ST,1,1,2010-09-18T00:00:00Z,2010-09-18T00:00:00Z,,0,0,0,Inf,Inf,"4400 MITCHELL ST, Philadelphia, PA",-75.214948,40.030396
10900,MODENA DR,10900 MODENA DR,2,2,2010-09-04T00:00:00Z,2011-09-03T00:00:00Z,364,364,52,12.1333333333333,0.164835164835165,0.0384615384615385,"10900 MODENA DR, Philadelphia, PA",-74.9907144,40.0826918
10900,MODENA PL,10900 MODENA PL,2,1,2010-09-04T00:00:00Z,2011-09-03T00:00:00Z,364,364,52,12.1333333333333,0.164835164835165,0.0384615384615385,"10900 MODENA PL, Philadelphia, PA",-74.9899978,40.0824066
1500,MOHICAN ST,1500 MOHICAN ST,3,1,2010-08-21T00:00:00Z,2015-08-08T00:00:00Z,906.5,1813,259,60.4333333333333,0.0496414782129068,0.0115830115830116,"1500 MOHICAN ST, Philadelphia, PA",-75.1627237,40.0598731
1600,MOHICAN ST,1600 MOHICAN ST,6,1,2006-07-22T00:00:00Z,2015-08-29T00:00:00Z,665,3325,475,110.833333333333,0.0541353383458647,0.0126315789473684,"1600 MOHICAN ST, Philadelphia, PA",-75.161481,40.061112
1700,MOHICAN ST,1700 MOHICAN ST,11,1,2006-07-01T00:00:00Z,2015-07-25T00:00:00Z,331.1,3311,473,110.366666666667,0.0996677740863787,0.0232558139534884,"1700 MOHICAN ST, Philadelphia, PA",-75.160314,40.062364
1800,MOHICAN ST,1800 MOHICAN ST,3,1,2008-07-26T00:00:00Z,2014-08-30T00:00:00Z,1113,2226,318,74.2,0.0404312668463612,0.00943396226415094,"1800 MOHICAN ST, Philadelphia, PA",-75.1591326,40.0637643
700,MOLLBORE TER,700 MOLLBORE TER,6,2,2009-06-27T00:00:00Z,2015-07-19T00:00:00Z,442.6,2213,316.142857142857,73.7666666666667,0.0813375508359693,0.0189787618617262,"700 MOLLBORE TER, Philadelphia, PA",-75.160797,39.9144919
1000,MOLLBORE TER,1000 MOLLBORE TER,7,3,2007-06-02T00:00:00Z,2015-05-09T00:00:00Z,483,2898,414,96.6,0.072463768115942,0.0169082125603865,"1000 MOLLBORE TER, Philadelphia, PA",-75.1655395,39.9150905
1200,MOLLBORE TER,1200 MOLLBORE TER,5,2,2007-10-27T00:00:00Z,2013-09-29T00:00:00Z,541,2164,309.142857142857,72.1333333333334,0.0693160813308688,0.016173752310536,"1200 MOLLBORE TER, Philadelphia, PA",-75.1678879,39.915377
100,MONROE ST,100 MONROE ST,3,2,2010-07-04T00:00:00Z,2015-10-31T00:00:00Z,972.5,1945,277.857142857143,64.8333333333333,0.0462724935732648,0.0107969151670951,"100 MONROE ST, Philadelphia, PA",-75.1444715,39.9391836
5400,MONTAGUE ST,5400 MONTAGUE ST,1,1,2011-07-02T00:00:00Z,2011-07-02T00:00:00Z,,0,0,0,Inf,Inf,"5400 MONTAGUE ST, Philadelphia, PA",-75.069134,40.0195853
6100,MONTAGUE ST,6100 MONTAGUE ST,6,1,2006-07-22T00:00:00Z,2014-08-16T00:00:00Z,589.4,2947,421,98.2333333333333,0.0610790634543604,0.0142517814726841,"6100 MONTAGUE ST, Philadelphia, PA",-75.0613049,40.0233712
6200,MONTAGUE ST,6200 MONTAGUE ST,5,1,2006-08-26T00:00:00Z,2013-09-07T00:00:00Z,642.25,2569,367,85.6333333333333,0.0583884780070066,0.0136239782016349,"6200 MONTAGUE ST, Philadelphia, PA",-75.0597613,40.0241722
6600,MONTAGUE ST,6600 MONTAGUE ST,1,1,2006-09-02T00:00:00Z,2006-09-02T00:00:00Z,,0,0,0,Inf,Inf,"6600 MONTAGUE ST, Philadelphia, PA",-75.0524332,40.028191
7100,MONTAGUE ST,7100 MONTAGUE ST,3,1,2012-08-18T00:00:00Z,2014-08-23T00:00:00Z,367.5,735,105,24.5,0.122448979591837,0.0285714285714286,"7100 MONTAGUE ST, Philadelphia, PA",-75.0429853,40.0328433
7200,MONTAGUE ST,7200 MONTAGUE ST,16,1,2007-08-18T00:00:00Z,2015-09-06T00:00:00Z,196.066666666667,2941,420.142857142857,98.0333333333333,0.163209792587555,0.0380822849370962,"7200 MONTAGUE ST, Philadelphia, PA",-75.0407394,40.0342079
0,MONTANA ST,0 MONTANA ST,8,2,2006-09-04T00:00:00Z,2015-06-06T00:00:00Z,456.714285714286,3197,456.714285714286,106.566666666667,0.0750703784798248,0.0175164216452925,"0 MONTANA ST, Philadelphia, PA",-75.1843688,40.0500745
100,MONTANA ST,100 MONTANA ST,2,1,2011-09-03T00:00:00Z,2014-07-04T00:00:00Z,1035,1035,147.857142857143,34.5,0.0579710144927536,0.0135265700483092,"100 MONTANA ST, Philadelphia, PA",-75.1823801,40.0517794
200,MONTANA ST,200 MONTANA ST,1,1,2014-08-30T00:00:00Z,2014-08-30T00:00:00Z,,0,0,0,Inf,Inf,"200 MONTANA ST, Philadelphia, PA",-75.1811837,40.052929
400,MONTANA ST,400 MONTANA ST,2,2,2006-08-26T00:00:00Z,2007-09-03T00:00:00Z,373,373,53.2857142857143,12.4333333333333,0.160857908847185,0.0375335120643432,"400 MONTANA ST, Philadelphia, PA",-75.1777827,40.0560464
300,MONTROSE ST,300 MONTROSE ST,5,1,2007-05-28T00:00:00Z,2011-09-04T00:00:00Z,390,1560,222.857142857143,52,0.0961538461538462,0.0224358974358974,"300 MONTROSE ST, Philadelphia, PA",-75.1488453,39.9358036
500,MONTROSE ST,500 MONTROSE ST,1,1,2012-06-23T00:00:00Z,2012-06-23T00:00:00Z,,0,0,0,Inf,Inf,"500 MONTROSE ST, Philadelphia, PA",-75.1519419,39.9366614
700,MONTROSE ST,700 MONTROSE ST,1,1,2011-10-15T00:00:00Z,2011-10-15T00:00:00Z,,0,0,0,Inf,Inf,"700 MONTROSE ST, Philadelphia, PA",-75.1550739,39.93739
800,MONTROSE ST,800 MONTROSE ST,1,1,2013-07-26T00:00:00Z,2013-07-26T00:00:00Z,,0,0,0,Inf,Inf,"800 MONTROSE ST, Philadelphia, PA",-75.1565265,39.9378085
900,MONTROSE ST,900 MONTROSE ST,3,1,2008-06-27T00:00:00Z,2015-10-17T00:00:00Z,1334,2668,381.142857142857,88.9333333333333,0.0337331334332834,0.00787106446776612,"900 MONTROSE ST, Philadelphia, PA",-75.1581287,39.9382685
1200,MONTROSE ST,1200 MONTROSE ST,6,2,2006-07-04T00:00:00Z,2014-05-25T00:00:00Z,576.4,2882,411.714285714286,96.0666666666667,0.0624566273421235,0.0145732130464955,"1200 MONTROSE ST, Philadelphia, PA",-75.1626714,39.9391697
1500,MONTROSE ST,1500 MONTROSE ST,3,2,2008-06-14T00:00:00Z,2013-07-13T00:00:00Z,927.5,1855,265,61.8333333333333,0.0485175202156334,0.0113207547169811,"1500 MONTROSE ST, Philadelphia, PA",-75.1681012,39.9397369
1600,MONTROSE ST,1600 MONTROSE ST,6,2,2006-09-04T00:00:00Z,2011-09-05T00:00:00Z,365.4,1827,261,60.9,0.0985221674876847,0.0229885057471264,"1600 MONTROSE ST, Philadelphia, PA",-75.1696733,39.939945
1700,MONTROSE ST,1700 MONTROSE ST,1,1,2014-06-22T00:00:00Z,2014-06-22T00:00:00Z,,0,0,0,Inf,Inf,"1700 MONTROSE ST, Philadelphia, PA",-75.1712488,39.9401469
1800,MONTROSE ST,1800 MONTROSE ST,2,1,2006-05-20T00:00:00Z,2006-05-27T00:00:00Z,7,7,1,0.233333333333333,8.57142857142857,2,"1800 MONTROSE ST, Philadelphia, PA",-75.1731586,39.9403735
1900,MONTROSE ST,1900 MONTROSE ST,3,1,2013-10-27T00:00:00Z,2016-05-30T00:00:00Z,473,946,135.142857142857,31.5333333333333,0.0951374207188161,0.0221987315010571,"1900 MONTROSE ST, Philadelphia, PA",-75.1743992,39.9405299
2100,MONTROSE ST,2100 MONTROSE ST,5,1,2006-08-26T00:00:00Z,2014-06-07T00:00:00Z,710.5,2842,406,94.7333333333333,0.0527797325826882,0.0123152709359606,"2100 MONTROSE ST, Philadelphia, PA",-75.1778895,39.9409691
2200,MONTROSE ST,2200 MONTROSE ST,35,3,2006-05-27T00:00:00Z,2012-09-03T00:00:00Z,67.3823529411765,2291,327.285714285714,76.3666666666667,0.458315146224356,0.106940200785683,"2200 MONTROSE ST, Philadelphia, PA",-75.17963,39.941054
2300,MONTROSE ST,2300 MONTROSE ST,3,2,2007-06-30T00:00:00Z,2009-09-05T00:00:00Z,399,798,114,26.6,0.112781954887218,0.0263157894736842,"2300 MONTROSE ST, Philadelphia, PA",-75.1812379,39.941383
2500,MONTROSE ST,2500 MONTROSE ST,2,2,2007-07-07T00:00:00Z,2009-07-04T00:00:00Z,728,728,104,24.2666666666667,0.0824175824175824,0.0192307692307692,"2500 MONTROSE ST, Philadelphia, PA",-75.1853835,39.9417594
5600,MONTROSE ST,5600 MONTROSE ST,16,1,2006-07-08T00:00:00Z,2016-05-15T00:00:00Z,239.933333333333,3599,514.142857142857,119.966666666667,0.133370380661295,0.0311197554876355,"5600 MONTROSE ST, Philadelphia, PA",-75.235614,39.94791
5800,MONTROSE ST,5800 MONTROSE ST,11,1,2006-07-31T00:00:00Z,2015-09-12T00:00:00Z,333,3330,475.714285714286,111,0.0990990990990991,0.0231231231231231,"5800 MONTROSE ST, Philadelphia, PA",-75.2395678,39.9484014
4900,MONUMENT RD,4900 MONUMENT RD,1,1,2009-07-04T00:00:00Z,2009-07-04T00:00:00Z,,0,0,0,Inf,Inf,"4900 MONUMENT RD, Philadelphia, PA",-75.2202161,39.9921424
1700,MONUMENT ST,1700 MONUMENT ST,4,1,2010-05-01T00:00:00Z,2013-11-02T00:00:00Z,427,1281,183,42.7,0.0936768149882904,0.0218579234972678,"1700 MONUMENT ST, Philadelphia, PA",-75.1619487,39.9828465
3200,MONUMENT ST,3200 MONUMENT ST,2,1,2007-08-18T00:00:00Z,2009-08-29T00:00:00Z,742,742,106,24.7333333333333,0.0808625336927224,0.0188679245283019,"3200 MONUMENT ST, Philadelphia, PA",-75.1859506,39.9859401
100,MOORE ST,100 MOORE ST,4,1,2009-05-17T00:00:00Z,2016-04-24T00:00:00Z,844.666666666667,2534,362,84.4666666666667,0.0473559589581689,0.0110497237569061,"100 MOORE ST, Philadelphia, PA",-75.148447,39.92514
200,MOORE ST,200 MOORE ST,3,1,2009-10-10T00:00:00Z,2015-08-08T00:00:00Z,1064,2128,304,70.9333333333333,0.0422932330827068,0.00986842105263158,"200 MOORE ST, Philadelphia, PA",-75.1496942,39.9254043
500,MOORE ST,500 MOORE ST,3,1,2007-07-20T00:00:00Z,2015-09-06T00:00:00Z,1485,2970,424.285714285714,99,0.0303030303030303,0.00707070707070707,"500 MOORE ST, Philadelphia, PA",-75.1542572,39.9261124
700,MOORE ST,700 MOORE ST,1,1,2015-09-05T00:00:00Z,2015-09-05T00:00:00Z,,0,0,0,Inf,Inf,"700 MOORE ST, Philadelphia, PA",-75.1575365,39.9264007
800,MOORE ST,800 MOORE ST,4,1,2008-10-05T00:00:00Z,2011-10-02T00:00:00Z,364,1092,156,36.4,0.10989010989011,0.0256410256410256,"800 MOORE ST, Philadelphia, PA",-75.1589467,39.9267333
900,MOORE ST,900 MOORE ST,5,1,2010-10-03T00:00:00Z,2015-06-27T00:00:00Z,432,1728,246.857142857143,57.6,0.0868055555555556,0.0202546296296296,"900 MOORE ST, Philadelphia, PA",-75.1605121,39.9269371
1100,MOORE ST,1100 MOORE ST,5,1,2011-06-18T00:00:00Z,2015-05-02T00:00:00Z,353.5,1414,202,47.1333333333333,0.106082036775106,0.0247524752475248,"1100 MOORE ST, Philadelphia, PA",-75.1637839,39.927235
1700,MOORE ST,1700 MOORE ST,3,1,2011-08-20T00:00:00Z,2014-06-14T00:00:00Z,514.5,1029,147,34.3,0.087463556851312,0.0204081632653061,"1700 MOORE ST, Philadelphia, PA",-75.1994221,39.9319803
1800,MOORE ST,1800 MOORE ST,7,1,2006-07-08T00:00:00Z,2015-08-08T00:00:00Z,553,3318,474,110.6,0.0632911392405063,0.0147679324894515,"1800 MOORE ST, Philadelphia, PA",-75.1755404,39.9288267
1900,MOORE ST,1900 MOORE ST,14,1,2006-08-26T00:00:00Z,2015-09-06T00:00:00Z,253.692307692308,3298,471.142857142857,109.933333333333,0.127349909035779,0.0297149787750152,"1900 MOORE ST, Philadelphia, PA",-75.1768712,39.9290695
2100,MOORE ST,2100 MOORE ST,1,1,2007-07-04T00:00:00Z,2007-07-04T00:00:00Z,,0,0,0,Inf,Inf,"2100 MOORE ST, Philadelphia, PA",-75.1803819,39.9295108
2200,MOORE ST,2200 MOORE ST,16,3,2006-07-04T00:00:00Z,2016-05-15T00:00:00Z,240.2,3603,514.714285714286,120.1,0.133222314737719,0.0310852067721343,"2200 MOORE ST, Philadelphia, PA",-75.1819683,39.9297172
2300,MOORE ST,2300 MOORE ST,13,2,2006-07-04T00:00:00Z,2015-07-04T00:00:00Z,273.916666666667,3287,469.571428571429,109.566666666667,0.118649224216611,0.0276848189838759,"2300 MOORE ST, Philadelphia, PA",-75.183648,39.9299419
2400,MOORE ST,2400 MOORE ST,4,1,2006-06-10T00:00:00Z,2011-07-10T00:00:00Z,618.666666666667,1856,265.142857142857,61.8666666666667,0.0646551724137931,0.0150862068965517,"2400 MOORE ST, Philadelphia, PA",-75.185302,39.9300578
3200,MORNING GLORY RD,3200 MORNING GLORY RD,4,1,2012-08-18T00:00:00Z,2015-09-12T00:00:00Z,373.333333333333,1120,160,37.3333333333333,0.107142857142857,0.025,"3200 MORNING GLORY RD, Philadelphia, PA",-74.9799977,40.099079
3300,MORNING GLORY RD,3300 MORNING GLORY RD,1,1,2006-08-26T00:00:00Z,2006-08-26T00:00:00Z,,0,0,0,Inf,Inf,"3300 MORNING GLORY RD, Philadelphia, PA",-74.9789163,40.0977547
8000,MORO ST,8000 MORO ST,2,1,2006-07-29T00:00:00Z,2008-08-23T00:00:00Z,756,756,108,25.2,0.0793650793650794,0.0185185185185185,"8000 MORO ST, Philadelphia, PA",-75.0293021,40.0431157
1900,MORRELL ST,1900 MORRELL ST,5,1,2011-09-24T00:00:00Z,2015-09-12T00:00:00Z,362.25,1449,207,48.3,0.10351966873706,0.0241545893719807,"1900 MORRELL ST, Philadelphia, PA",-75.031217,40.0914405
100,MORRIS ST,100 MORRIS ST,3,1,2014-10-25T00:00:00Z,2015-11-07T00:00:00Z,189,378,54,12.6,0.238095238095238,0.0555555555555556,"100 MORRIS ST, Philadelphia, PA",-75.1474352,39.9263003
900,MORRIS ST,900 MORRIS ST,1,1,2011-10-02T00:00:00Z,2011-10-02T00:00:00Z,,0,0,0,Inf,Inf,"900 MORRIS ST, Philadelphia, PA",-75.159884,39.927841
1000,MORRIS ST,1000 MORRIS ST,2,1,2009-10-17T00:00:00Z,2012-06-30T00:00:00Z,987,987,141,32.9,0.060790273556231,0.0141843971631206,"1000 MORRIS ST, Philadelphia, PA",-75.1618213,39.9283691
1100,MORRIS ST,1100 MORRIS ST,2,1,2009-08-01T00:00:00Z,2010-03-13T00:00:00Z,224,224,32,7.46666666666667,0.267857142857143,0.0625,"1100 MORRIS ST, Philadelphia, PA",-75.1633871,39.9285764
1700,MORRIS ST,1700 MORRIS ST,3,1,2006-07-29T00:00:00Z,2015-08-22T00:00:00Z,1655.5,3311,473,110.366666666667,0.027182120205376,0.00634249471458774,"1700 MORRIS ST, Philadelphia, PA",-75.1699873,39.9292989
1800,MORRIS ST,1800 MORRIS ST,18,1,2006-05-28T00:00:00Z,2014-08-31T00:00:00Z,177.470588235294,3017,431,100.566666666667,0.178985747431223,0.0417633410672854,"1800 MORRIS ST, Philadelphia, PA",-75.1752065,39.9299609
2000,MORRIS ST,2000 MORRIS ST,13,3,2006-07-04T00:00:00Z,2015-10-31T00:00:00Z,283.833333333333,3406,486.571428571429,113.533333333333,0.114503816793893,0.0267175572519084,"2000 MORRIS ST, Philadelphia, PA",-75.1781933,39.9304861
2100,MORRIS ST,2100 MORRIS ST,7,4,2007-07-28T00:00:00Z,2014-08-30T00:00:00Z,431.666666666667,2590,370,86.3333333333333,0.0810810810810811,0.0189189189189189,"2100 MORRIS ST, Philadelphia, PA",-75.1801142,39.9307339
2200,MORRIS ST,2200 MORRIS ST,2,1,2012-09-22T00:00:00Z,2014-08-02T00:00:00Z,679,679,97,22.6333333333333,0.0883652430044183,0.0206185567010309,"2200 MORRIS ST, Philadelphia, PA",-75.1817143,39.9309433
2300,MORRIS ST,2300 MORRIS ST,7,1,2007-07-07T00:00:00Z,2012-07-07T00:00:00Z,304.5,1827,261,60.9,0.114942528735632,0.0268199233716475,"2300 MORRIS ST, Philadelphia, PA",-75.1833618,39.9311574
3200,MORRIS ST,3200 MORRIS ST,1,1,2010-07-04T00:00:00Z,2010-07-04T00:00:00Z,,0,0,0,Inf,Inf,"3200 MORRIS ST, Philadelphia, PA",-75.197825,39.9330122
4400,MORRIS ST,4400 MORRIS ST,2,1,2011-07-16T00:00:00Z,2015-09-05T00:00:00Z,1512,1512,216,50.4,0.0396825396825397,0.00925925925925926,"4400 MORRIS ST, Philadelphia, PA",-75.1653394,40.0193566
5000,MORRIS ST,5000 MORRIS ST,6,2,2009-09-12T00:00:00Z,2014-09-20T00:00:00Z,366.8,1834,262,61.1333333333333,0.0981461286804798,0.0229007633587786,"5000 MORRIS ST, Philadelphia, PA",-75.170176,40.022731
5400,MORRIS ST,5400 MORRIS ST,4,1,2012-06-09T00:00:00Z,2015-09-12T00:00:00Z,396.666666666667,1190,170,39.6666666666667,0.100840336134454,0.0235294117647059,"5400 MORRIS ST, Philadelphia, PA",-75.1773362,40.0265914
1900,MORSE ST,1900 MORSE ST,24,1,2006-07-01T00:00:00Z,2015-06-20T00:00:00Z,142.434782608696,3276,468,109.2,0.21978021978022,0.0512820512820513,"1900 MORSE ST, Philadelphia, PA",-75.16556,39.981564
5300,MORSE ST,5300 MORSE ST,5,1,2010-07-31T00:00:00Z,2015-08-01T00:00:00Z,456.75,1827,261,60.9,0.0821018062397373,0.0191570881226054,"5300 MORSE ST, Philadelphia, PA",-75.2293361,39.9850462
5400,MORSE ST,5400 MORSE ST,2,1,2013-08-31T00:00:00Z,2015-07-04T00:00:00Z,672,672,96,22.4,0.0892857142857143,0.0208333333333333,"5400 MORSE ST, Philadelphia, PA",-75.2316062,39.9844607
5500,MORTON ST,5500 MORTON ST,11,2,2006-09-04T00:00:00Z,2015-09-07T00:00:00Z,329,3290,470,109.666666666667,0.100303951367781,0.0234042553191489,"5500 MORTON ST, Philadelphia, PA",-75.1684423,40.0372079
5600,MORTON ST,5600 MORTON ST,4,1,2012-06-16T00:00:00Z,2013-07-06T00:00:00Z,128.333333333333,385,55,12.8333333333333,0.311688311688312,0.0727272727272727,"5600 MORTON ST, Philadelphia, PA",-75.1689097,40.0384715
5800,MORTON ST,5800 MORTON ST,1,1,2012-09-08T00:00:00Z,2012-09-08T00:00:00Z,,0,0,0,Inf,Inf,"5800 MORTON ST, Philadelphia, PA",-75.171066,40.0417235
6100,MORTON ST,6100 MORTON ST,8,1,2006-09-03T00:00:00Z,2012-09-02T00:00:00Z,313,2191,313,73.0333333333333,0.109539023277042,0.0255591054313099,"6100 MORTON ST, Philadelphia, PA",-75.1746664,40.0441587
6200,MORTON ST,6200 MORTON ST,5,1,2007-08-25T00:00:00Z,2013-07-13T00:00:00Z,537.25,2149,307,71.6333333333333,0.0697999069334574,0.0162866449511401,"6200 MORTON ST, Philadelphia, PA",-75.1765534,40.0452729
6300,MORTON ST,6300 MORTON ST,10,1,2007-08-11T00:00:00Z,2015-08-15T00:00:00Z,325.111111111111,2926,418,97.5333333333333,0.102529049897471,0.0239234449760766,"6300 MORTON ST, Philadelphia, PA",-75.1779687,40.0461411
600,MOSS ST,600 MOSS ST,1,1,2014-09-06T00:00:00Z,2014-09-06T00:00:00Z,,0,0,0,Inf,Inf,"600 MOSS ST, Philadelphia, PA",-75.2156593,39.962413
800,MOSS ST,800 MOSS ST,4,1,2012-09-03T00:00:00Z,2013-10-16T00:00:00Z,136,408,58.2857142857143,13.6,0.294117647058824,0.0686274509803922,"800 MOSS ST, Philadelphia, PA",-75.2160964,39.9675309
900,MOSS ST,900 MOSS ST,3,1,2009-09-20T00:00:00Z,2013-08-09T00:00:00Z,709.5,1419,202.714285714286,47.3,0.0634249471458774,0.0147991543340381,"900 MOSS ST, Philadelphia, PA",-75.2163706,39.9690466
1000,MOUNT VERNON ST,1000 MOUNT VERNON ST,13,2,2007-09-08T00:00:00Z,2015-08-29T00:00:00Z,242.666666666667,2912,416,97.0666666666667,0.133928571428571,0.03125,"1000 MOUNT VERNON ST, Philadelphia, PA",-75.155023,39.9631
1100,MOUNT VERNON ST,1100 MOUNT VERNON ST,4,1,2006-08-26T00:00:00Z,2015-07-04T00:00:00Z,1078,3234,462,107.8,0.0371057513914657,0.00865800865800866,"1100 MOUNT VERNON ST, Philadelphia, PA",-75.1557915,39.9634082
